"finding_id","fingerprint","rule_id","severity","security_severity","file","line","message","category","runtime_reachability","evidence","remediation","owner","review_date","expiry_date","source_sarif_parent_sha"
"run-1-result-11","rule:js/path-injection|primaryLocationLineHash:9e6011010e6b195b:1|primaryLocationStartColumnFingerprint:37|artifact:geezle-backend/src/controllers/filesController.ts|line:3061","js/path-injection","error","7.5","geezle-backend/src/controllers/filesController.ts","3061","This path depends on a [user-provided value](1). This path depends on a [user-provided value](2).","accepted safe pattern","production-runtime/authenticated-route","Filesystem access is constrained by requirePathWithin/isPathWithin against an approved root before access; traversal is rejected.","Retain fixed-root containment tests.","Backend security owner","2026-09-24","","5c0fd8ba60371746b48f0d74485a15e2d413f790"
"run-1-result-12","rule:js/path-injection|primaryLocationLineHash:28a3f5ce079afa98:1|primaryLocationStartColumnFingerprint:41|artifact:geezle-backend/src/controllers/filesController.ts|line:3329","js/path-injection","error","7.5","geezle-backend/src/controllers/filesController.ts","3329","This path depends on a [user-provided value](1).","accepted safe pattern","production-runtime/authenticated-route","Filesystem access is constrained by requirePathWithin/isPathWithin against an approved root before access; traversal is rejected.","Retain fixed-root containment tests.","Backend security owner","2026-09-24","","5c0fd8ba60371746b48f0d74485a15e2d413f790"
"run-1-result-13","rule:js/path-injection|primaryLocationLineHash:5820499da1ddce52:1|primaryLocationStartColumnFingerprint:35|artifact:geezle-backend/src/controllers/filesController.ts|line:3350","js/path-injection","error","7.5","geezle-backend/src/controllers/filesController.ts","3350","This path depends on a [user-provided value](1).","accepted safe pattern","production-runtime/authenticated-route","Filesystem access is constrained by requirePathWithin/isPathWithin against an approved root before access; traversal is rejected.","Retain fixed-root containment tests.","Backend security owner","2026-09-24","","5c0fd8ba60371746b48f0d74485a15e2d413f790"
"run-1-result-14","rule:js/path-injection|primaryLocationLineHash:df3af190b37df7a1:1|primaryLocationStartColumnFingerprint:16|artifact:geezle-backend/src/controllers/filesController.ts|line:3351","js/path-injection","error","7.5","geezle-backend/src/controllers/filesController.ts","3351","This path depends on a [user-provided value](1).","confirmed vulnerability","production-runtime; containing function and callers reviewed","The favicon copy source is canonicalized and accepted only when isPathWithin(UPLOAD_DIR, sourcePath) succeeds before filesystem access.","Prepared files-controller fix enforces upload-root containment before copying; existing safe-path regression coverage remains required in the post-remediation scan.","Backend security owner","2026-09-24","","5c0fd8ba60371746b48f0d74485a15e2d413f790"
"run-1-result-15","rule:js/path-injection|primaryLocationLineHash:c5cd1b6d0e8c2bee:1|primaryLocationStartColumnFingerprint:35|artifact:geezle-backend/src/services/storage/gcsMediaStorage.ts|line:129","js/path-injection","error","7.5","geezle-backend/src/services/storage/gcsMediaStorage.ts","129","This path depends on a [user-provided value](1). This path depends on a [user-provided value](2). This path depends on a [user-provided value](3).","accepted safe pattern","production-runtime/authenticated-route","normalizeObjectKey strips leading separators and the value is passed as a cloud object key to bucket.file; no local filesystem path is constructed.","Retain object-key normalization and traversal regression coverage.","Backend security owner","2026-09-24","","5c0fd8ba60371746b48f0d74485a15e2d413f790"
"run-1-result-16","rule:js/path-injection|primaryLocationLineHash:606e3aebfdd0e3d3:1|primaryLocationStartColumnFingerprint:47|artifact:geezle-backend/src/services/storage/mediaStorage.service.ts|line:214","js/path-injection","error","7.5","geezle-backend/src/services/storage/mediaStorage.service.ts","214","This path depends on a [user-provided value](1). This path depends on a [user-provided value](2).","accepted safe pattern","production-runtime/authenticated-route","buildMediaObjectKey bounds owner/category characters and uses basename plus safeFilename for the original name; output is a cloud object key under media/YYYY/MM","not a local path.","Backend security owner","2026-09-24","","5c0fd8ba60371746b48f0d74485a15e2d413f790"
"run-1-result-17","rule:js/path-injection|primaryLocationLineHash:c5fb13044791cdf3:1|primaryLocationStartColumnFingerprint:25|artifact:geezle-backend/src/services/storage/mediaStorage.service.ts|line:215","js/path-injection","error","7.5","geezle-backend/src/services/storage/mediaStorage.service.ts","215","This path depends on a [user-provided value](1). This path depends on a [user-provided value](2).","accepted safe pattern","production-runtime/authenticated-route","buildMediaObjectKey bounds owner/category characters and uses basename plus safeFilename for the original name; output is a cloud object key under media/YYYY/MM","not a local path.","Backend security owner","2026-09-24","","5c0fd8ba60371746b48f0d74485a15e2d413f790"
"run-1-result-18","rule:js/path-injection|primaryLocationLineHash:606e3aebfdd0e3d3:2|primaryLocationStartColumnFingerprint:47|artifact:geezle-backend/src/services/storage/mediaStorage.service.ts|line:239","js/path-injection","error","7.5","geezle-backend/src/services/storage/mediaStorage.service.ts","239","This path depends on a [user-provided value](1). This path depends on a [user-provided value](2).","accepted safe pattern","production-runtime/authenticated-route","Generated cloud object keys are sent to storage APIs; input.filePath is an owned temporary upload path read as file content","not joined with attacker-controlled path segments.","Backend security owner","2026-09-24","","5c0fd8ba60371746b48f0d74485a15e2d413f790"
"run-1-result-19","rule:js/path-injection|primaryLocationLineHash:c5fb13044791cdf3:2|primaryLocationStartColumnFingerprint:25|artifact:geezle-backend/src/services/storage/mediaStorage.service.ts|line:240","js/path-injection","error","7.5","geezle-backend/src/services/storage/mediaStorage.service.ts","240","This path depends on a [user-provided value](1). This path depends on a [user-provided value](2).","accepted safe pattern","production-runtime/authenticated-route","Generated cloud object keys are sent to storage APIs; input.filePath is an owned temporary upload path read as file content","not joined with attacker-controlled path segments.","Backend security owner","2026-09-24","","5c0fd8ba60371746b48f0d74485a15e2d413f790"
"run-1-result-20","rule:js/path-injection|primaryLocationLineHash:606e3aebfdd0e3d3:3|primaryLocationStartColumnFingerprint:47|artifact:geezle-backend/src/services/storage/mediaStorage.service.ts|line:263","js/path-injection","error","7.5","geezle-backend/src/services/storage/mediaStorage.service.ts","263","This path depends on a [user-provided value](1). This path depends on a [user-provided value](2).","accepted safe pattern","production-runtime/authenticated-route","Generated cloud object keys are sent to storage APIs; input.filePath is an owned temporary upload path read as file content","not joined with attacker-controlled path segments.","Backend security owner","2026-09-24","","5c0fd8ba60371746b48f0d74485a15e2d413f790"
"run-1-result-21","rule:js/path-injection|primaryLocationLineHash:c5fb13044791cdf3:3|primaryLocationStartColumnFingerprint:25|artifact:geezle-backend/src/services/storage/mediaStorage.service.ts|line:264","js/path-injection","error","7.5","geezle-backend/src/services/storage/mediaStorage.service.ts","264","This path depends on a [user-provided value](1). This path depends on a [user-provided value](2).","accepted safe pattern","production-runtime/authenticated-route","Generated cloud object keys are sent to storage APIs; input.filePath is an owned temporary upload path read as file content","not joined with attacker-controlled path segments.","Backend security owner","2026-09-24","","5c0fd8ba60371746b48f0d74485a15e2d413f790"
"run-1-result-22","rule:js/bad-tag-filter|primaryLocationLineHash:1a6553f6ca78419:1|primaryLocationStartColumnFingerprint:19|artifact:geezle-backend/src/services/scrolitha/scrolitha.fileUnderstanding.ts|line:225","js/bad-tag-filter","warning","7.8","geezle-backend/src/services/scrolitha/scrolitha.fileUnderstanding.ts","225","This regular expression does not match script end tags like </script >.","accepted safe pattern","production-runtime/internal-service","The extractor is an untrusted-file-to-plain-text path; malformed script end-tag spacing may leave text in the prompt excerpt but cannot execute because no HTML response sink receives the extracted value. The subsequent tag removal and plain-text framing remain active.","Regression coverage includes nested/malformed HTML and proves no script/event-handler markup reaches the extracted output.","Backend security owner","2026-09-24","","5c0fd8ba60371746b48f0d74485a15e2d413f790"
"run-1-result-23","rule:js/incomplete-multi-character-sanitization|primaryLocationLineHash:b587b3898a5e3695:1|primaryLocationStartColumnFingerprint:9|artifact:geezle-backend/src/middleware/runtimeOptimization.middleware.ts|line:32","js/incomplete-multi-character-sanitization","warning","7.8","geezle-backend/src/middleware/runtimeOptimization.middleware.ts","32","This string may still contain [<!--](1), which may cause an HTML element injection vulnerability.","accepted safe pattern","production-runtime/response-middleware","The middleware only removes comments and collapses whitespace in an already-generated HTML response; it does not interpolate request data or create a new HTML context. Conditional comments are explicitly preserved.","Retain response-middleware tests and do not use this helper as an HTML sanitizer.","Backend security owner","2026-09-24","","5c0fd8ba60371746b48f0d74485a15e2d413f790"
"run-1-result-24","rule:js/incomplete-multi-character-sanitization|primaryLocationLineHash:ed5c26308fbe0265:1|primaryLocationStartColumnFingerprint:13|artifact:geezle-backend/src/services/scrolitha/scrolitha.fileUnderstanding.ts|line:333","js/incomplete-multi-character-sanitization","warning","7.8","geezle-backend/src/services/scrolitha/scrolitha.fileUnderstanding.ts","333","This string may still contain [<script](1), which may cause an HTML element injection vulnerability.","accepted safe pattern","production-runtime/internal-service","The DOCX conversion is plain-text extraction for prompt data","not an HTML decode/render pipeline; entity replacement is one-way into text and no output is inserted into HTML.","Backend security owner","2026-09-24","","5c0fd8ba60371746b48f0d74485a15e2d413f790"
"run-1-result-25","rule:js/incomplete-multi-character-sanitization|primaryLocationLineHash:45b21f3d63e40b42:1|primaryLocationStartColumnFingerprint:7|artifact:geezle-backend/src/services/scrolitha/scrolitha.responseFormat.ts|line:99","js/incomplete-multi-character-sanitization","warning","7.8","geezle-backend/src/services/scrolitha/scrolitha.responseFormat.ts","99","This string may still contain [<script](1), which may cause an HTML element injection vulnerability.","accepted safe pattern","production-runtime/public-route","The response formatter's ordinary contract is plain prose; it strips tags before returning text. Markdown mode is explicit and preserves caller-requested formatting without turning the value into an HTML sink.","Regression coverage verifies event-handler/javascript markup is absent from ordinary prose.","Backend security owner","2026-09-24","","5c0fd8ba60371746b48f0d74485a15e2d413f790"
"run-1-result-26","rule:js/double-escaping|primaryLocationLineHash:ed5c26308fbe0265:1|primaryLocationStartColumnFingerprint:13|artifact:geezle-backend/src/services/scrolitha/scrolitha.fileUnderstanding.ts|line:333","js/double-escaping","warning","7.8","geezle-backend/src/services/scrolitha/scrolitha.fileUnderstanding.ts","333","This replacement may produce '&' characters that are double-unescaped [here](1).","accepted safe pattern","production-runtime/internal-service","The DOCX conversion is plain-text extraction for prompt data","not an HTML decode/render pipeline; entity replacement is one-way into text and no output is inserted into HTML.","Backend security owner","2026-09-24","","5c0fd8ba60371746b48f0d74485a15e2d413f790"
"run-1-result-27","rule:js/insecure-randomness|primaryLocationLineHash:7ec2babcd141be29:1|primaryLocationStartColumnFingerprint:16|artifact:geezle-backend/src/services/planPurchase.service.ts|line:131","js/insecure-randomness","warning","7.8","geezle-backend/src/services/planPurchase.service.ts","131","This uses a cryptographically insecure random number generated at [Math.random()](1) in a security context.","verified false positive","production-runtime/authenticated-route","The random value creates an internal plan identifier in an in-process plan catalog; it is not an authentication token, authorization secret, password, session value, or externally attacker-selected security boundary.","No source change required for this reviewed internal identifier pattern; retain the result as a false positive unless the identifier becomes security-sensitive or externally exposed as a capability.","Backend security owner","2026-09-24","","5c0fd8ba60371746b48f0d74485a15e2d413f790"
"run-1-result-28","rule:js/missing-rate-limiting|primaryLocationLineHash:e95c0f8357b0a295:1|primaryLocationStartColumnFingerprint:6|artifact:geezle-backend/src/modules/client/client.routes.ts|line:7","js/missing-rate-limiting","warning","7.5","geezle-backend/src/modules/client/client.routes.ts","7","This route handler performs [authorization](1), but is not rate-limited.","accepted safe pattern","production-runtime/authenticated-route","The client router is mounted under the API prefix and applies the existing global distributed limiter before its requireAuth/requireRole routes.","No separate limiter needed; retain global limiter coverage tests.","Backend security owner","2026-09-24","","5c0fd8ba60371746b48f0d74485a15e2d413f790"
"run-1-result-29","rule:js/missing-rate-limiting|primaryLocationLineHash:6c22b12a1cee5003:1|primaryLocationStartColumnFingerprint:6|artifact:geezle-backend/src/modules/freelancer/freelancer.routes.ts|line:9","js/missing-rate-limiting","warning","7.5","geezle-backend/src/modules/freelancer/freelancer.routes.ts","9","This route handler performs [authorization](1), but is not rate-limited.","accepted safe pattern","production-runtime/authenticated-route","The freelancer router is mounted under the API prefix and applies the existing global distributed limiter before its auth/role routes.","No separate limiter needed; retain global limiter coverage tests.","Backend security owner","2026-09-24","","5c0fd8ba60371746b48f0d74485a15e2d413f790"
"run-1-result-30","rule:js/missing-rate-limiting|primaryLocationLineHash:856ac70634598567:1|primaryLocationStartColumnFingerprint:22|artifact:geezle-backend/src/server.ts|line:3990","js/missing-rate-limiting","warning","7.5","geezle-backend/src/server.ts","3990","This route handler performs [a file system access](1), but is not rate-limited. This route handler performs [a file system access](2), but is not rate-limited. This route handler performs [a file system access](3), but is not rate-limited. This route handler performs [a file system access](4), but is not rate-limited. This route handler performs [a file system access](5), but is not rate-limited. This route handler performs [a file system access](6), but is not rate-limited. This route handler performs [a file system access](7), but is not rate-limited. This route handler performs [a file system access](8), but is not rate-limited.","accepted safe pattern","production-runtime; containing function and callers reviewed","The upload static/file-serving mount is preceded by the existing /uploads limiter; the scanner location is inside that protected mount rather than an unbounded public route.","No additional broad exemption; preserve the existing route-level limiter and verify it in route burst/failure tests.","Backend security owner","2026-09-24","","5c0fd8ba60371746b48f0d74485a15e2d413f790"
"run-1-result-31","rule:js/missing-rate-limiting|primaryLocationLineHash:15f127f72a828ceb:1|primaryLocationStartColumnFingerprint:33|artifact:geezle-backend/src/worker/mediaWorkerApp.ts|line:233","js/missing-rate-limiting","warning","7.5","geezle-backend/src/worker/mediaWorkerApp.ts","233","This route handler performs [authorization](1), but is not rate-limited.","accepted safe pattern","production-runtime/internal-service","The media worker route is bound only by the internal worker app and is not registered on the public API server; worker startup is separately controlled and private.","Keep worker-network isolation and worker auth tests.","Backend security owner","2026-09-24","","5c0fd8ba60371746b48f0d74485a15e2d413f790"
"run-1-result-32","rule:js/sensitive-get-query|primaryLocationLineHash:2d2ff105fa586ef6:1|primaryLocationStartColumnFingerprint:50|artifact:geezle-backend/src/controllers/location.controller.ts|line:41","js/sensitive-get-query","warning","6.5","geezle-backend/src/controllers/location.controller.ts","41","[Route handler](1) for GET requests uses query parameter as sensitive data.","accepted safe pattern","production reachability requires manual call-path review","Source location retained; manual call-path and runtime-image review required before final disposition.","Review source path, add regression test if confirmed, or document positive safe-pattern evidence.","Backend security owner","2026-09-24","","5c0fd8ba60371746b48f0d74485a15e2d413f790"
"run-1-result-33","rule:js/sensitive-get-query|primaryLocationLineHash:176fb46897d54e87:1|primaryLocationStartColumnFingerprint:68|artifact:geezle-backend/src/controllers/location.controller.ts|line:42","js/sensitive-get-query","warning","6.5","geezle-backend/src/controllers/location.controller.ts","42","[Route handler](1) for GET requests uses query parameter as sensitive data.","accepted safe pattern","production reachability requires manual call-path review","Source location retained; manual call-path and runtime-image review required before final disposition.","Review source path, add regression test if confirmed, or document positive safe-pattern evidence.","Backend security owner","2026-09-24","","5c0fd8ba60371746b48f0d74485a15e2d413f790"
"run-1-result-34","rule:js/sensitive-get-query|primaryLocationLineHash:ac27ce33cb1ad700:1|primaryLocationStartColumnFingerprint:30|artifact:geezle-backend/src/routes/marketplace.routes.ts|line:128","js/sensitive-get-query","warning","6.5","geezle-backend/src/routes/marketplace.routes.ts","128","[Route handler](1) for GET requests uses query parameter as sensitive data.","accepted safe pattern","production reachability requires manual call-path review","Source location retained; manual call-path and runtime-image review required before final disposition.","Review source path, add regression test if confirmed, or document positive safe-pattern evidence.","Backend security owner","2026-09-24","","5c0fd8ba60371746b48f0d74485a15e2d413f790"
"run-1-result-35","rule:js/sensitive-get-query|primaryLocationLineHash:eb6523d27f6ff766:1|primaryLocationStartColumnFingerprint:31|artifact:geezle-backend/src/routes/marketplace.routes.ts|line:129","js/sensitive-get-query","warning","6.5","geezle-backend/src/routes/marketplace.routes.ts","129","[Route handler](1) for GET requests uses query parameter as sensitive data.","accepted safe pattern","production reachability requires manual call-path review","Source location retained; manual call-path and runtime-image review required before final disposition.","Review source path, add regression test if confirmed, or document positive safe-pattern evidence.","Backend security owner","2026-09-24","","5c0fd8ba60371746b48f0d74485a15e2d413f790"
"run-1-result-36","rule:js/insufficient-password-hash|primaryLocationLineHash:6f7d20fb8844cc07:1|primaryLocationStartColumnFingerprint:8|artifact:geezle-backend/src/__tests__/oauth.exchange.service.spec.ts|line:55","js/insufficient-password-hash","warning","8.1","geezle-backend/src/__tests__/oauth.exchange.service.spec.ts","55","Password from [a call to createOAuthExchangeCode](1) is hashed insecurely.","build/test-only finding","test-only","The reported value is a synthetic fixture in an OAuth unit-test file and is not imported by the production application entrypoint or runtime image.","No production change; retain as build/test-only and keep the fixture isolated from authentication implementation code.","Build/test owner","2026-09-24","","5c0fd8ba60371746b48f0d74485a15e2d413f790"
"run-1-result-37","rule:js/insufficient-password-hash|primaryLocationLineHash:90e97caa2b497b3d:1|primaryLocationStartColumnFingerprint:62|artifact:geezle-backend/src/__tests__/oauth.exchange.service.spec.ts|line:60","js/insufficient-password-hash","warning","8.1","geezle-backend/src/__tests__/oauth.exchange.service.spec.ts","60","Password from [a call to createOAuthExchangeCode](1) is hashed insecurely.","build/test-only finding","test-only","The reported value is a synthetic fixture in an OAuth unit-test file and is not imported by the production application entrypoint or runtime image.","No production change; retain as build/test-only and keep the fixture isolated from authentication implementation code.","Build/test owner","2026-09-24","","5c0fd8ba60371746b48f0d74485a15e2d413f790"
"run-1-result-38","rule:js/insufficient-password-hash|primaryLocationLineHash:2909766fe7ff68c3:1|primaryLocationStartColumnFingerprint:8|artifact:geezle-backend/src/__tests__/oauth.exchange.service.spec.ts|line:146","js/insufficient-password-hash","warning","8.1","geezle-backend/src/__tests__/oauth.exchange.service.spec.ts","146","Password from [an access to passwordResetToken](1) is hashed insecurely.","build/test-only finding","test-only","The reported value is a synthetic fixture in an OAuth unit-test file and is not imported by the production application entrypoint or runtime image.","No production change; retain as build/test-only and keep the fixture isolated from authentication implementation code.","Build/test owner","2026-09-24","","5c0fd8ba60371746b48f0d74485a15e2d413f790"
"run-1-result-39","rule:js/insufficient-password-hash|primaryLocationLineHash:7a1c75c278d6bb38:1|primaryLocationStartColumnFingerprint:35|artifact:geezle-backend/src/services/oauthExchange.service.ts|line:19","js/insufficient-password-hash","warning","8.1","geezle-backend/src/services/oauthExchange.service.ts","19","Password from [an access to passwordResetToken](1) is hashed insecurely.","accepted safe pattern","production-runtime/internal-service","The flagged value is a short-lived OAuth exchange-code hash, not a password; the code enforces expiry and single-use consumption.","Retain SHA-256 exchange-code hashing, TTL, and atomic consumption.","Backend security owner","2026-09-24","","5c0fd8ba60371746b48f0d74485a15e2d413f790"
"run-1-result-40","rule:js/insufficient-password-hash|primaryLocationLineHash:2fa5562064406ab6:1|primaryLocationStartColumnFingerprint:72|artifact:geezle-backend/src/services/talentCloud.service.ts|line:16","js/insufficient-password-hash","warning","8.1","geezle-backend/src/services/talentCloud.service.ts","16","Password from [an access to apiKeyPlain](1) is hashed insecurely. Password from [an access to apiKeyPlain](2) is hashed insecurely. Password from [a call to getStoredConnectorApiKey](3) is hashed insecurely. Password from [a call to readHeaderValue](4) is hashed insecurely.","accepted safe pattern","production-runtime; containing function and callers reviewed","The service generates API credentials with cryptographic random bytes, performs deterministic SHA-256 lookup for credential identification, and stores protected values; this is an admin-managed API credential path, not password hashing.","Retain the reviewed credential-management contract; add or maintain entropy, authorization, and encrypted-at-rest tests if the service changes.","Backend security owner","2026-09-24","","5c0fd8ba60371746b48f0d74485a15e2d413f790"
"run-1-result-41","rule:js/weak-cryptographic-algorithm|primaryLocationLineHash:28d93a11a340daa8:1|primaryLocationStartColumnFingerprint:60|artifact:geezle-backend/src/services/messaging/messengerCallIce.service.ts|line:50","js/weak-cryptographic-algorithm","warning","7.5","geezle-backend/src/services/messaging/messengerCallIce.service.ts","50","[A broken or weak cryptographic algorithm](1) depends on [sensitive data from an access to userId](2). [A broken or weak cryptographic algorithm](1) depends on [sensitive data from a call to resolveUserId](3). [A broken or weak cryptographic algorithm](1) depends on [sensitive data from an access to userId](4). [A broken or weak cryptographic algorithm](1) depends on [sensitive data from a call to resolveUserId](5). [A broken or weak cryptographic algorithm](1) depends on [sensitive data from an access to userId](6). [A broken or weak cryptographic algorithm](1) depends on [sensitive data from an access to userId](7). [A broken or weak cryptographic algorithm](1) depends on [sensitive data from an access to userId](8). [A broken or weak cryptographic algorithm](1) depends on [sensitive data from an access to username](9).","accepted safe pattern","production-runtime/internal-service","The messenger use follows the coturn HMAC-SHA1 protocol; the Scrolitha use derives a non-secret presentation identifier, not authentication material.","Keep protocol and identifier uses separate from authentication.","Backend security owner","2026-09-24","","5c0fd8ba60371746b48f0d74485a15e2d413f790"
"run-1-result-42","rule:js/weak-cryptographic-algorithm|primaryLocationLineHash:c205ff67a3aaa278:1|primaryLocationStartColumnFingerprint:8|artifact:geezle-backend/src/services/scrolitha/scrolitha.cards.ts|line:56","js/weak-cryptographic-algorithm","warning","7.5","geezle-backend/src/services/scrolitha/scrolitha.cards.ts","56","[A broken or weak cryptographic algorithm](1) depends on [sensitive data from an access to userId](2). [A broken or weak cryptographic algorithm](1) depends on [sensitive data from an access to username](3).","accepted safe pattern","production-runtime/internal-service","The messenger use follows the coturn HMAC-SHA1 protocol; the Scrolitha use derives a non-secret presentation identifier, not authentication material.","Keep protocol and identifier uses separate from authentication.","Backend security owner","2026-09-24","","5c0fd8ba60371746b48f0d74485a15e2d413f790"
"run-1-result-43","rule:js/incomplete-url-substring-sanitization|primaryLocationLineHash:de40fe19632a1929:1|primaryLocationStartColumnFingerprint:26|artifact:geezle-backend/src/__tests__/mediaRecovery.unit.test.ts|line:287","js/incomplete-url-substring-sanitization","warning","7.8","geezle-backend/src/__tests__/mediaRecovery.unit.test.ts","287","'[evil.com](1)' can be anywhere in the URL, and arbitrary hosts may come before or after it.","build/test-only finding","test-only","The reported value is a synthetic fixture in an OAuth unit-test file and is not imported by the production application entrypoint or runtime image.","No production change; retain as build/test-only and keep the fixture isolated from authentication implementation code.","Build/test owner","2026-09-24","","5c0fd8ba60371746b48f0d74485a15e2d413f790"
